Reading Datetime	Min_Temperature (*C)	Max_Temperature (*C)	Avg_Temperature (*C)	Sum_Precipitation (mm)	
20-May-1999	19.5	23	21.25	0.400000005960464	
21-May-1999	19	23	21	0	
22-May-1999	19	23	21	0	
23-May-1999	20	23.5	21.75	0	
24-May-1999	20	25	22.5	0	
25-May-1999	20	22.5	21.25	55.4000015258789	
26-May-1999	20	25.5	22.75	0	
27-May-1999	20.5	27.5	24	0	
28-May-1999	20.5	25	22.75	2.59999990463257	
29-May-1999	20	24.5	22.25	0	
30-May-1999	17	23.5	20.25	10.8000001907349	
31-May-1999	16	20	18	0	
1-Jun-1999	15.5	21.5	18.5	0	
2-Jun-1999	19	22	20.5	0	
3-Jun-1999	18.5	23.5	21	0	
4-Jun-1999	19	23	21	0	
5-Jun-1999	19	21.5	20.25	0	
6-Jun-1999	19	20	19.5	0	
7-Jun-1999	19	20	19.5	0	
8-Jun-1999	18	23	20.5	0	
9-Jun-1999	18.5	23.5	21	0	
10-Jun-1999	19	24	21.5	0	
11-Jun-1999	16.5	20	18.25	0	
12-Jun-1999	17.5	23	20.25	0	
13-Jun-1999	19	24	21.5	0	
14-Jun-1999	20	24.5	22.25	0	
15-Jun-1999	20	27.5	23.75	0	
16-Jun-1999	20	27	23.5	0	
17-Jun-1999	21	25	23	0	
18-Jun-1999	21	25	23	0	
19-Jun-1999	20.5	24.5	22.5	2.09999990463257	
20-Jun-1999	16.5	23	19.75	4.09999990463257	
21-Jun-1999	16.5	23	19.75	0	
22-Jun-1999	18.5	26.5	22.5	0	
23-Jun-1999	19	28	23.5	0	
24-Jun-1999	20	28	24	0	
25-Jun-1999	20	26	23	0	
26-Jun-1999				0	
 missing data row 1999-06-26 14:00:00
27-Jun-1999	20	27	23.5	16.5	
28-Jun-1999	19	27	23	0	
30-Jun-1999	18	25	21.5	0	
 missing data row 1999-06-30 04:00:00
1-Jul-1999	21	26	23.5	0	
2-Jul-1999	20	27	23.5	0	
3-Jul-1999	20	28	24	0	
4-Jul-1999	18	26.5	22.25	4.19999980926514	
5-Jul-1999	13	17	15	3.40000009536743	
6-Jul-1999	13	18.5	15.75	0	
7-Jul-1999	13	23.3	18.14999961853	0	
8-Jul-1999	15	23	19	0	
9-Jul-1999	18.5	24	21.25	0	
10-Jul-1999	18.5	26	22.25	0	
11-Jul-1999	18.5	27	22.75	0	
12-Jul-1999	20	27	23.5	0.400000005960464	
13-Jul-1999	18.5	27.5	23	0	
14-Jul-1999	19	27	23	0	
15-Jul-1999	19	27.5	23.25	0	
16-Jul-1999	20	26	23	0	
17-Jul-1999	20.5	24	22.25	0	
18-Jul-1999	17	22	19.5	2.59999990463257	
19-Jul-1999	16	22.5	19.25	0	
20-Jul-1999	20	24.9	22.449999809265	0	
21-Jul-1999	18	26	22	0	
22-Jul-1999	20	24	22	0	
23-Jul-1999	20	23.5	21.75	0	
24-Jul-1999	19	23	21	0	
25-Jul-1999	17.5	26	21.75	0	
26-Jul-1999	18	27	22.5	0	
27-Jul-1999	18	28.5	23.25	0	
28-Jul-1999	19	29.5	24.25	0	
29-Jul-1999	20	29	24.5	0	
30-Jul-1999	20	29	24.5	0	
31-Jul-1999	19	24	21.5	0.300000011920929	
1-Aug-1999	17	25	21	0	
2-Aug-1999	17	26	21.5	0	
3-Aug-1999	17	25.3	21.14999961853	0	
4-Aug-1999	16	26.5	21.25	0	
5-Aug-1999	15.5	28	21.75	0	
6-Aug-1999	17.5	29	23.25	0	
7-Aug-1999	19	28.5	23.75	0	
8-Aug-1999	16.5	28	22.25	31.5	
9-Aug-1999	16	24	20	0	
10-Aug-1999	16.5	25.5	21	0	
11-Aug-1999	16	28.5	22.25	0	
12-Aug-1999	16	30	23	0	
14-Aug-1999	19	23	21	1	
 missing data row 1999-08-14 04:00:00
15-Aug-1999	14	19	16.5	0	
16-Aug-1999	11	19	15	0	
17-Aug-1999	10	23	16.5	0	
18-Aug-1999	14	26	20	0	
19-Aug-1999	16	28.5	22.25	0	
20-Aug-1999	17	29	23	0	
21-Aug-1999	18	29	23.5	0	
22-Aug-1999				0	
 missing data row 1999-08-22 14:00:00
23-Aug-1999	20	29	24.5	0	
24-Aug-1999	18	22	20	17.2000007629395	
25-Aug-1999	23	23	23	0	
26-Aug-1999	21	23	22	0	
27-Aug-1999	21	27.5	24.25	0	
28-Aug-1999	23	27	25	0	
29-Aug-1999	21	28.5	24.75	0	
30-Aug-1999	20	31	25.5	0	
31-Aug-1999	21	31.5	26.25	0	
1-Sep-1999	21	31.5	26.25	0	
2-Sep-1999	21	31.5	26.25	0	
3-Sep-1999	21	27	24	0.800000011920929	
4-Sep-1999	19.5	31	25.25	0	
5-Sep-1999	21	32	26.5	0	
6-Sep-1999	22	31.5	26.75	0	
7-Sep-1999	22	31	26.5	0	
8-Sep-1999	22.5	32.5	27.5	0	
9-Sep-1999	22	30	26	0	
10-Sep-1999	22	24	23	47.4000015258789	
11-Sep-1999	18.5	24	21.25	0	
12-Sep-1999	20	29	24.5	0	
13-Sep-1999	21	30	25.5	0	
14-Sep-1999	21	29	25	0	
15-Sep-1999	20	25	22.5	100.199996948242	
16-Sep-1999	15	18.5	16.75	13.8000001907349	
17-Sep-1999	18.5	24	21.25	0	
18-Sep-1999	21	30	25.5	0	
19-Sep-1999	21	31	26	0	
20-Sep-1999	21	24	22.5	0	
21-Sep-1999	20	27	23.5	0	
22-Sep-1999	22	27	24.5	0	
23-Sep-1999	21	27	24	0	
24-Sep-1999	20	29	24.5	0	
25-Sep-1999	21	27	24	0	
26-Sep-1999	20	24	22	0	
27-Sep-1999	21	24	22.5	0	
28-Sep-1999	20	27.5	23.75	0	
29-Sep-1999	22	29	25.5	0	
30-Sep-1999	21	24.5	22.75	0	
1-Oct-1999	21	29	25	0	
2-Oct-1999	21	27	24	18	
3-Oct-1999	15.5	21	18.25	35.2000007629395	
4-Oct-1999	16	22	19	0	
5-Oct-1999	15	25	20	0	
6-Oct-1999	16.5	18	17.25	0	
7-Oct-1999	19.5	28	23.75	0	
9-Oct-1999	20.5	27	23.75	0	
 missing data row 1999-10-09 04:00:00
10-Oct-1999	20	28	24	0	
11-Oct-1999	20	28	24	41	
12-Oct-1999	19.5	28	23.75	0	
13-Oct-1999	21	27	24	0	
14-Oct-1999	21	28	24.5	0	
15-Oct-1999	22	30	26	0	
16-Oct-1999				0	
 missing data row 1999-10-16 14:00:00
17-Oct-1999	21	30	25.5	0	
18-Oct-1999	20.5	28.5	24.5	0	
19-Oct-1999	20	25	22.5	0	
20-Oct-1999	21.5	30	25.75	0	
21-Oct-1999	22	30	26	0	
22-Oct-1999	22	29	25.5	24	
23-Oct-1999	20	27	23.5	0	
24-Oct-1999	20	28	24	16	
25-Oct-1999	22	27	24.5	0	
26-Oct-1999	21	30	25.5	0	
27-Oct-1999	22	29	25.5	0	
28-Oct-1999	22	30	26	0	
29-Oct-1999	21	24	22.5	20	
30-Oct-1999	21	31.5	26.25	0	
31-Oct-1999	21	28.5	24.75	0	
1-Nov-1999	22	30	26	0	
2-Nov-1999	23	30.5	26.75	0	
3-Nov-1999	23	30	26.5	0	
4-Nov-1999	19	24	21.5	97	
5-Nov-1999	19	22	20.5	26	
6-Nov-1999	19.5	24	21.75	0	
7-Nov-1999	20	26	23	0	
8-Nov-1999	21	26	23.5	0	
9-Nov-1999	15	23	19	24.6000003814697	
10-Nov-1999	13.5	17.5	15.5	5.19999980926514	
11-Nov-1999	20	24	22	0	
13-Nov-1999	17	25	21	4.5	
 missing data row 1999-11-13 04:00:00
14-Nov-1999	19	25	22	3.70000004768372	
15-Nov-1999	18	28	23	0	
16-Nov-1999	21	29	25	7	
17-Nov-1999	19	24	21.5	117.599998474121	
18-Nov-1999	19	26	22.5	0	
19-Nov-1999	21.5	30	25.75	0	
20-Nov-1999	18	23	20.5	36.5999984741211	
21-Nov-1999	18	24	21	0	
22-Nov-1999	20	25.5	22.75	0	
23-Nov-1999	21	27	24	20.7999992370605	
24-Nov-1999	20	27	23.5	4.40000009536743	
25-Nov-1999	21	28	24.5	0	
26-Nov-1999	22	29.5	25.75	0	
27-Nov-1999	22	27	24.5	0	
28-Nov-1999	21	23	22	90.1999969482422	
29-Nov-1999	19.5	26.5	23	0	
30-Nov-1999	21	24	22.5	0	
1-Dec-1999	22	29	25.5	0	
2-Dec-1999	23	29	26	0	
3-Dec-1999	22	26	24	0	
4-Dec-1999	24	26	25	0	
5-Dec-1999	22	27	24.5	2.40000009536743	
6-Dec-1999	22	22	22	56.5999984741211	
7-Dec-1999	19	22	20.5	89.8000030517578	
8-Dec-1999	19	22.5	20.75	3	
9-Dec-1999	20	22	21	8	
10-Dec-1999	20	27	23.5	1	
11-Dec-1999	21	27	24	15	
12-Dec-1999	21	26	23.5	0	
13-Dec-1999	21	26	23.5	14	
14-Dec-1999	21	26	23.5	0	
15-Dec-1999	21	27	24	1	
16-Dec-1999	22	24	23	14.1999998092651	
17-Dec-1999	21	24	22.5	3	
18-Dec-1999	21	27.5	24.25	0	
19-Dec-1999	22	28	25	0	
20-Dec-1999	20	28	24	16.7999992370605	
21-Dec-1999	20	22	21	4.59999990463257	
22-Dec-1999	21	26	23.5	0	
23-Dec-1999	21	25	23	35.2999992370605	
24-Dec-1999	20	27.5	23.75	0	
25-Dec-1999	20	25	22.5	63.2000007629395	
26-Dec-1999	22	26	24	3	
27-Dec-1999	20	23.5	21.75	4	
28-Dec-1999	22	27.5	24.75	0	
29-Dec-1999	21	27	24	13	
30-Dec-1999	21.5	28	24.75	0	
31-Dec-1999	22	29	25.5	0	
1-Jan-2000	20	25	22.5	136	
2-Jan-2000	20	27.5	23.75	0	
3-Jan-2000	21	29	25	0	
4-Jan-2000	22	30	26	0	
5-Jan-2000	22	29	25.5	0	
6-Jan-2000	20	29	24.5	10.3999996185303	
7-Jan-2000	20	29	24.5	0	
8-Jan-2000	20	30	25	0	
9-Jan-2000	22	26	24	2	
10-Jan-2000	22	27	24.5	2.5	
11-Jan-2000	20	25	22.5	43.5	
12-Jan-2000	21	28	24.5	0	
13-Jan-2000	21	28.5	24.75	0	
14-Jan-2000	21.5	29	25.25	0	
15-Jan-2000	21	26	23.5	13.1000003814697	
16-Jan-2000	19.5	24	21.75	13.1000003814697	
17-Jan-2000	20	25	22.5	0	
18-Jan-2000	20	26.5	23.25	0	
19-Jan-2000	21	24	22.5	15.3999996185303	
20-Jan-2000	20	28.5	24.25	0	
21-Jan-2000	21.5	30	25.75	0	
22-Jan-2000	22	30	26	0	
23-Jan-2000	22	25	23.5	8.80000019073486	
24-Jan-2000	20	29	24.5	0	
25-Jan-2000	22.5	27	24.75	0	
26-Jan-2000	22.5	27	24.75	0	
27-Jan-2000	21.5	27	24.25	2.5	
28-Jan-2000	22	27	24.5	0	
29-Jan-2000	22	25.5	23.75	5.19999980926514	
30-Jan-2000	22	23	22.5	21	
31-Jan-2000	20	25	22.5	0	
1-Feb-2000	21	26.5	23.75	0	
2-Feb-2000	22	29	25.5	0	
3-Feb-2000	22	30	26	0	
4-Feb-2000	22	29	25.5	0	
5-Feb-2000	21	26.5	23.75	0	
6-Feb-2000	21.5	24.5	23	13.6000003814697	
7-Feb-2000	21	29	25	0	
8-Feb-2000	21	29	25	0	
9-Feb-2000	23	28.5	25.75	0	
10-Feb-2000	20.5	26	23.25	13.6000003814697	
11-Feb-2000	20.5	28	24.25	0	
12-Feb-2000	21	27.5	24.25	0	
13-Feb-2000	20	25	22.5	36.5999984741211	
14-Feb-2000	20	25	22.5	0	
15-Feb-2000	20	24	22	10.8000001907349	
16-Feb-2000	20	25	22.5	19.3999996185303	
17-Feb-2000	20	22.5	21.25	22.7999992370605	
18-Feb-2000	20	21.5	20.75	14.6000003814697	
19-Feb-2000	20	25	22.5	0	
20-Feb-2000	20	25	22.5	4.59999990463257	
21-Feb-2000	20	25	22.5	14.6000003814697	
23-Feb-2000	20	25	22.5	36.5999984741211	
 missing data row 2000-02-23 04:00:00
24-Feb-2000	21	25	23	17.7999992370605	
25-Feb-2000	21	28	24.5	0	
26-Feb-2000	21.5	26	23.75	4	
27-Feb-2000	21	27.5	24.25	0	
28-Feb-2000	21.5	27	24.25	0	
29-Feb-2000	22	26.5	24.25	0	
1-Mar-2000	21.5	26	23.75	0	
2-Mar-2000	21.5	24	22.75	8.5	
3-Mar-2000	21.5	27.5	24.5	2	
4-Mar-2000	22	27.5	24.75	0	
5-Mar-2000	22	25	23.5	0	
6-Mar-2000	20.5	29	24.75	0	
7-Mar-2000	20.5	24.5	22.5	19.3999996185303	
8-Mar-2000	20.5	27.5	24	0.400000005960464	
9-Mar-2000	20	24.5	22.25	32.5999984741211	
10-Mar-2000	20	25	22.5	0.200000002980232	
11-Mar-2000	20.5	24	22.25	33.7999992370605	
12-Mar-2000	20	26.5	23.25	6.40000009536743	
13-Mar-2000	21.5	28.5	25	0	
14-Mar-2000	22.5	29	25.75	0	
15-Mar-2000	20.5	24.5	22.5	19.6000003814697	
16-Mar-2000	21	27.5	24.25	0	
17-Mar-2000	22	26.5	24.25	0	
18-Mar-2000	21	26.5	23.75	0	
19-Mar-2000	20	27.5	23.75	0	
20-Mar-2000	20.5	23	21.75	22.3999996185303	
21-Mar-2000	20	28	24	0	
22-Mar-2000	20	24	22	24.5	
24-Mar-2000	20	28	24	0	
 missing data row 2000-03-24 04:00:00
25-Mar-2000	21.5	28.5	25	0	
26-Mar-2000	22	30	26	0	
27-Mar-2000	22.5	28	25.25	0	
28-Mar-2000	21.5	26.5	24	15.1999998092651	
29-Mar-2000	19	22.5	20.75	16.2000007629395	
30-Mar-2000	18	22	20	0	
31-Mar-2000	19	25	22	0	
1-Apr-2000	20	27.5	23.75	0	
2-Apr-2000	20	26.5	23.25	0	
3-Apr-2000	20	26.5	23.25	11.6000003814697	
4-Apr-2000	20	27	23.5	0	
5-Apr-2000	20	26.5	23.25	6.19999980926514	
6-Apr-2000	20.5	26.5	23.5	0.600000023841858	
7-Apr-2000	20.5	27.5	24	0	
8-Apr-2000	20.5	28	24.25	12.1999998092651	
9-Apr-2000	19	25	22	25.2000007629395	
10-Apr-2000	21	27	24	0	
11-Apr-2000	21.5	28.5	25	0	
12-Apr-2000	22	28	25	0	
13-Apr-2000	22	28	25	0	
14-Apr-2000	22	29.5	25.75	0	
15-Apr-2000	21.5	25.5	23.5	32.4000015258789	
16-Apr-2000	20	26.5	23.25	4.80000019073486	
17-Apr-2000	21	28	24.5	0	
18-Apr-2000	20	26	23	4.59999990463257	
19-Apr-2000	18	24.5	21.25	32.5999984741211	
20-Apr-2000	18	22.5	20.25	0	
21-Apr-2000	18	25	21.5	0	
22-Apr-2000	20	24.5	22.25	0	
23-Apr-2000	20	26.5	23.25	0	
24-Apr-2000	20.5	27	23.75	0	
25-Apr-2000	21	28	24.5	0	
26-Apr-2000	22	28.5	25.25	0	
27-Apr-2000	22	28	25	23.7999992370605	
28-Apr-2000	22	27	24.5	0	
29-Apr-2000	18	27	22.5	0	
30-Apr-2000	20	27	23.5	0	
1-May-2000	20	27	23.5	0.200000002980232	
2-May-2000	21	24.5	22.75	15.8000001907349	
3-May-2000	20.5	26	23.25	0	
4-May-2000	21	27	24	0	
5-May-2000	22	27	24.5	0	
6-May-2000	24	26	25	16.2000007629395	
7-May-2000	17	24	20.5	0	
8-May-2000	17.5	21	19.25	0	
9-May-2000	20	23	21.5	0.200000002980232	
10-May-2000	18.5	25	21.75	0	
11-May-2000	19	24	21.5	0	
12-May-2000	20.5	26	23.25	0	
13-May-2000	20.5	25	22.75	36.7999992370605	
14-May-2000	21	24	22.5	9.80000019073486	
15-May-2000	20	26.5	23.25	0	
16-May-2000	20.5	28	24.25	0	
17-May-2000	20	24.5	22.25	0.200000002980232	
18-May-2000	16	22	19	0	
19-May-2000	17	20.5	18.75	0	
20-May-2000	17.5	20	18.75	0	
21-May-2000	17.5	21.5	19.5	0	
22-May-2000	19	22	20.5	0	
23-May-2000	20	25	22.5	0	
24-May-2000	20	27	23.5	0	
25-May-2000	20	27.5	23.75	0	
26-May-2000	20	29	24.5	0	
27-May-2000	21.5	27	24.25	0	
28-May-2000	21.5	24.5	23	0	
29-May-2000	21.5	27.5	24.5	0	
30-May-2000	21	27	24	0.200000002980232	
31-May-2000	20.5	24.5	22.5	7.59999990463257	
1-Jun-2000	20.5	24	22.25	10.1999998092651	
2-Jun-2000	18	23	20.5	32.4000015258789	
3-Jun-2000	17.5	20	18.75	2	
4-Jun-2000	18	23	20.5	0	
5-Jun-2000	20.5	27	23.75	0	
6-Jun-2000	20.5	26.5	23.5	0	
7-Jun-2000	20.5	26	23.25	0	
8-Jun-2000	21	22.5	21.75	12	
9-Jun-2000	20	26	23	31.7999992370605	
10-Jun-2000	18	25	21.5	0	
11-Jun-2000	19.5	26.5	23	0	
12-Jun-2000	19.5	27	23.25	0	
13-Jun-2000	20	28.5	24.25	0	
14-Jun-2000	20.5	28	24.25	0	
15-Jun-2000	20.5	26	23.25	0	
16-Jun-2000	20	24.5	22.25	18	
17-Jun-2000	20	24	22	0	
18-Jun-2000	19	23	21	16.6000003814697	
19-Jun-2000	16.5	19.5	18	2.79999995231628	
20-Jun-2000	15.5	17	16.25	6.59999990463257	
21-Jun-2000	15	15	15	4	
23-Jun-2000	13.5	21.5	17.5	0	
 missing data row 2000-06-23 04:00:00
24-Jun-2000	17.5	25	21.25	0	
25-Jun-2000				0	
 missing data row 2000-06-25 14:00:00
26-Jun-2000				0	
 missing data row 2000-06-26 14:00:00
27-Jun-2000	19	28	23.5	0	
28-Jun-2000	20	27	23.5	0	
29-Jun-2000	19.5	28.5	24	0	
30-Jun-2000	19.5	28.5	24	0	
1-Jul-2000	20	28.5	24.25	0	
2-Jul-2000	19	26.5	22.75	0	
3-Jul-2000	19	26	22.5	0	
4-Jul-2000	18	23	20.5	2.70000004768372	
5-Jul-2000	16	23.5	19.75	0	
6-Jul-2000	16.5	26	21.25	0	
7-Jul-2000	28	28	28	0	
 missing data row 2000-07-07 14:00:00
8-Jul-2000	20	28	24	0	
9-Jul-2000	20	28	24	0	
10-Jul-2000	18	26	22	2.20000004768372	
11-Jul-2000	20	28	24	0	
12-Jul-2000	10	12	11	5	
13-Jul-2000	10	14	12	0	
14-Jul-2000	9.5	19	14.25	0	
15-Jul-2000	16	23	19.5	0	
16-Jul-2000	15	23	19	0	
18-Jul-2000	15	22	18.5	0	
 missing data row 2000-07-18 04:00:00
19-Jul-2000	17	23	20	0	
20-Jul-2000	15	20	17.5	0	
21-Jul-2000	14	27	20.5	0	
22-Jul-2000	17	28	22.5	0	
23-Jul-2000	12	25	18.5	7.19999980926514	
24-Jul-2000	12	25	18.5	0	
25-Jul-2000	13	22	17.5	0	
26-Jul-2000	14	23	18.5	0	
27-Jul-2000	13	25	19	0.400000005960464	
28-Jul-2000	15	25	20	0	
29-Jul-2000	16	26	21	0	
30-Jul-2000	17	29	23	0	
31-Jul-2000	19	26	22.5	1.39999997615814	
1-Aug-2000	19	27	23	0	
2-Aug-2000	19	28	23.5	0	
3-Aug-2000	21	28	24.5	1.79999995231628	
4-Aug-2000	20	23	21.5	1.60000002384186	
5-Aug-2000	28	28	28	0	
7-Aug-2000	20	26	23	16.1000003814697	
 missing data row 2000-08-07 04:00:00
8-Aug-2000	20	28	24	0	
10-Aug-2000	20	28	24	6.5	
 missing data row 2000-08-10 04:00:00
11-Aug-2000	17	22	19.5	23.7999992370605	
12-Aug-2000	14	17	15.5	0.800000011920929	
13-Aug-2000	15.5	19	17.25	0	
14-Aug-2000	17.5	23.5	20.5	0	
15-Aug-2000	16.5	28.5	22.5	0	
16-Aug-2000	19	28.5	23.75	0	
17-Aug-2000	19	29	24	0	
18-Aug-2000	20	26	23	0	
19-Aug-2000	21	27.5	24.25	0	
20-Aug-2000	21	30	25.5	1.20000004768372	
21-Aug-2000	20	28.5	24.25	0.200000002980232	
22-Aug-2000	21	25	23	34.4000015258789	
23-Aug-2000	21	29	25	0	
24-Aug-2000	21	30	25.5	0	
25-Aug-2000	22	29	25.5	0.200000002980232	
26-Aug-2000	20.5	30	25.25	0	
27-Aug-2000	21	31	26	0	
28-Aug-2000	23.5	30	26.75	0	
29-Aug-2000	23	30	26.5	0	
30-Aug-2000	22	29	25.5	0	
31-Aug-2000	21	31.5	26.25	0	
1-Sep-2000	21	31.5	26.25	0	
2-Sep-2000	21	27	24	0	
3-Sep-2000	15	23	19	16.6000003814697	
4-Sep-2000	14	24	19	0	
5-Sep-2000	16	26	21	0	
6-Sep-2000	19	29	24	0	
7-Sep-2000	20	30	25	0.400000005960464	
8-Sep-2000	21	30.5	25.75	0	
9-Sep-2000	22	31	26.5	0	
10-Sep-2000	22	31.5	26.75	0	
11-Sep-2000	21	31	26	0	
12-Sep-2000	22	31.5	26.75	0	
13-Sep-2000	21	29	25	19.6000003814697	
14-Sep-2000	21	31	26	0	
15-Sep-2000	19	27	23	15	
16-Sep-2000	17	21	19	0	
17-Sep-2000	18	25	21.5	0	
18-Sep-2000	18	30	24	0	
19-Sep-2000	19	31	25	0	
20-Sep-2000	21	31	26	0	
21-Sep-2000	21	31	26	0	
22-Sep-2000	19	25	22	5.40000009536743	
23-Sep-2000	19	29	24	0	
24-Sep-2000	21	30	25.5	0	
25-Sep-2000	15.5	25.5	20.5	32.4000015258789	
26-Sep-2000	15	25	20	0	
27-Sep-2000	15	26.5	20.75	0	
28-Sep-2000	17	29	23	0	
29-Sep-2000	18.5	29	23.75	0	
30-Sep-2000	20	30	25	0	
1-Oct-2000	21	31	26	0	
2-Oct-2000	22	30	26	7.59999990463257	
3-Oct-2000	20	30	25	0	
4-Oct-2000	21.5	27	24.25	0	
5-Oct-2000	21	30	25.5	0	
6-Oct-2000	16.5	27	21.75	32.5999984741211	
7-Oct-2000	17	24	20.5	0.600000023841858	
8-Oct-2000	18	29.5	23.75	0	
9-Oct-2000	20.5	28.5	24.5	0	
10-Oct-2000	22	28.5	25.25	0	
11-Oct-2000	21	30	25.5	0	
12-Oct-2000	21	31.5	26.25	0	
13-Oct-2000	22	29.5	25.75	0	
14-Oct-2000	20	30	25	0.800000011920929	
15-Oct-2000	18	29	23.5	0	
16-Oct-2000	19.5	30	24.75	0	
17-Oct-2000	20	30	25	0	
18-Oct-2000	21	31	26	0	
19-Oct-2000	20	26	23	75.8000030517578	
20-Oct-2000	21	29	25	0	
21-Oct-2000	22	29	25.5	0	
22-Oct-2000	21.5	27	24.25	3.20000004768372	
23-Oct-2000	21	28.5	24.75	8.5	
24-Oct-2000	22	29	25.5	3.79999995231628	
25-Oct-2000	20	26	23	86.1999969482422	
26-Oct-2000	21	26	23.5	0.200000002980232	
27-Oct-2000	21	29	25	0	
28-Oct-2000	21	27	24	7	
29-Oct-2000	21.5	25	23.25	2.59999990463257	
30-Oct-2000	21	28.5	24.75	0	
31-Oct-2000	21.5	30	25.75	0	
1-Nov-2000	20	25	22.5	52.7999992370605	
2-Nov-2000	21	26	23.5	0	
3-Nov-2000	20	24	22	4	
4-Nov-2000	20	24.5	22.25	6.19999980926514	
5-Nov-2000	21	27.5	24.25	1.20000004768372	
6-Nov-2000	22	24.5	23.25	0.800000011920929	
7-Nov-2000	19	25	22	16.2000007629395	
8-Nov-2000	22	28	25	1.39999997615814	
9-Nov-2000	23	27.5	25.25	4.19999980926514	
10-Nov-2000	22.5	30	26.25	1	
11-Nov-2000	22.5	26	24.25	13.1999998092651	
12-Nov-2000	22.5	30	26.25	0.800000011920929	
13-Nov-2000	17	26.5	21.75	2.79999995231628	
14-Nov-2000	23.5	29	26.25	0	
15-Nov-2000	20.5	25	22.75	85.9000015258789	
16-Nov-2000	17	20.5	18.75	1.79999995231628	
17-Nov-2000	17.5	25	21.25	0.100000001490116	
18-Nov-2000	19.5	27.5	23.5	0	
19-Nov-2000	19	29.5	24.25	0	
20-Nov-2000	18	29.5	23.75	0	
21-Nov-2000	18.5	26.5	22.5	31.6000003814697	
22-Nov-2000	18.5	25	21.75	4.30000019073486	
23-Nov-2000	18.5	25.5	22	12.3999996185303	
24-Nov-2000	21.5	28.5	25	1.70000004768372	
25-Nov-2000	21.5	29.5	25.5	0	
26-Nov-2000	22	25	23.5	9.80000019073486	
27-Nov-2000	21.5	22.5	22	29.2999992370605	
28-Nov-2000	21	28	24.5	0.100000001490116	
29-Nov-2000	21	27	24	11.6000003814697	
30-Nov-2000	21	23.5	22.25	14.5	
1-Dec-2000	20	25	22.5	1.39999997615814	
2-Dec-2000	21	27.5	24.25	2.59999990463257	
3-Dec-2000	21.5	29	25.25	0	
4-Dec-2000	21.5	28	24.75	0.100000001490116	
5-Dec-2000	21.5	27.5	24.5	0	
6-Dec-2000	20	23.5	21.75	31.5	
7-Dec-2000	20	26	23	0	
8-Dec-2000	21.5	28	24.75	0	
9-Dec-2000	23	28	25.5	0.100000001490116	
10-Dec-2000	23	29	26	1.10000002384186	
11-Dec-2000	22	26	24	41.7999992370605	
12-Dec-2000	23	27.5	25.25	1.60000002384186	
13-Dec-2000	24	28.5	26.25	0.699999988079071	
14-Dec-2000	24.5	27.5	26	0	
15-Dec-2000	23.5	27.5	25.5	0	
16-Dec-2000	19.5	27	23.25	16.2999992370605	
17-Dec-2000	21	27.5	24.25	1.20000004768372	
18-Dec-2000	20	28	24	0	
19-Dec-2000	21	28.5	24.75	0	
20-Dec-2000	20.5	29.5	25	0	
21-Dec-2000	21	30	25.5	0	
22-Dec-2000	22	29	25.5	1.89999997615814	
23-Dec-2000	22	29.5	25.75	0	
24-Dec-2000	21	30	25.5	0	
25-Dec-2000	23	29.5	26.25	0	
26-Dec-2000	22	25	23.5	22.6000003814697	
27-Dec-2000	20.5	23	21.75	84.5999984741211	
28-Dec-2000	21	26.5	23.75	0.100000001490116	
29-Dec-2000	21.5	24	22.75	27.7000007629395	
30-Dec-2000	21	27.5	24.25	0.200000002980232	
31-Dec-2000	21	25.5	23.25	6.90000009536743	
1-Jan-2001	19	28.5	23.75	0	
2-Jan-2001	22	27.5	24.75	0	
3-Jan-2001	22	28.5	25.25	0	
4-Jan-2001	22	28	25	0	
5-Jan-2001	20.5	24	22.25	80.1999969482422	
6-Jan-2001	20	25	22.5	81.5999984741211	
7-Jan-2001	21.5	28	24.75	0	
8-Jan-2001	22.5	25	23.75	2.5	
9-Jan-2001	21	24	22.5	0	
10-Jan-2001	20.5	24	22.25	45	
11-Jan-2001	20.5	22	21.25	47.2000007629395	
12-Jan-2001	20	24	22	0	
13-Jan-2001	20.5	23.5	22	36.5	
14-Jan-2001	21	23.5	22.25	11	
15-Jan-2001	20.5	24	22.25	10.6999998092651	
16-Jan-2001	21	26	23.5	0.300000011920929	
17-Jan-2001	20.5	24	22.25	31.1000003814697	
18-Jan-2001	20.5	23	21.75	25.2999992370605	
19-Jan-2001	20	25	22.5	8.5	
20-Jan-2001	20	22.5	21.25	37.7000007629395	
21-Jan-2001	19.5	26.5	23	0.5	
22-Jan-2001	20.5	25	22.75	1.5	
23-Jan-2001	21	26.5	23.75	0	
24-Jan-2001	21.5	26	23.75	0	
25-Jan-2001	21	27	24	0	
26-Jan-2001	22	28	25	0	
27-Jan-2001	21.5	26.5	24	4.90000009536743	
28-Jan-2001	21.5	25	23.25	3.79999995231628	
29-Jan-2001	22	27.5	24.75	0	
30-Jan-2001	21	25.5	23.25	7.19999980926514	
31-Jan-2001	21	28.5	24.75	0	
1-Feb-2001	22.5	26	24.25	6.30000019073486	
2-Feb-2001	21	25.5	23.25	1.89999997615814	
3-Feb-2001	21	26	23.5	20.1000003814697	
4-Feb-2001	20.5	25.5	23	2.5	
5-Feb-2001	21	26	23.5	0.100000001490116	
6-Feb-2001	21	25	23	19.7000007629395	
7-Feb-2001	21	29.5	25.25	0	
8-Feb-2001	21	25	23	36.5	
